9.655015945434570312e+00,5.807422161102294922e+00
3.907239437103271484e+00,9.614285469055175781e+00
9.295313835144042969e+00,8.569379806518554688e+00
6.751925468444824219e+00,5.017752647399902344e+00
6.100808620452880859e+00,1.670157432556152344e+00
7.608195781707763672e+00,1.527566313743591309e+00
2.415866136550903320e+00,3.670153617858886719e+00
4.626861095428466797e+00,9.366032600402832031e+00
7.156022071838378906e+00,5.883396625518798828e+00
9.830825805664062500e+00,2.750481128692626953e+00
6.958209276199340820e-01,2.198063373565673828e+00
4.707428455352783203e+00,4.156799793243408203e+00
2.637155532836914062e+00,6.762381553649902344e+00
9.235097885131835938e+00,8.222071647644042969e+00
4.003461837768554688e+00,6.849391460418701172e-01
6.587241649627685547e+00,5.971020221710205078e+00
9.886783599853515625e+00,7.034499645233154297e+00
1.597774624824523926e+00,4.082721710205078125e+00
9.547833800315856934e-01,4.313027858734130859e+00
5.350379943847656250e+00,9.446905136108398438e+00
1.272804021835327148e+00,6.281520843505859375e+00
3.762941837310791016e+00,4.527753829956054688e+00
8.148441910743713379e-01,4.057026863098144531e+00
8.912656784057617188e+00,6.862743377685546875e+00
2.982064485549926758e+00,9.336646080017089844e+00
2.050971984863281250e-01,8.302324295043945312e+00
5.692068099975585938e+00,7.900712013244628906e+00
4.562841415405273438e+00,6.172741889953613281e+00
2.277259826660156250e+00,3.991149425506591797e+00
4.003956317901611328e+00,3.326374530792236328e+00
5.661515712738037109e+00,5.492306709289550781e+00
5.408213138580322266e+00,5.845187664031982422e+00
4.287023544311523438e+00,9.515492439270019531e+00
7.496518135070800781e+00,5.163010954856872559e-01
5.081831455230712891e+00,6.147734165191650391e+00
6.879980087280273438e+00,4.184581756591796875e+00
1.119056463241577148e+00,1.545504689216613770e+00
7.136518001556396484e+00,5.280366897583007812e+00
8.044367790222167969e+00,1.102757215499877930e+00
6.291038513183593750e+00,7.023437023162841797e+00
5.703511714935302734e+00,9.121796607971191406e+00
5.982647895812988281e+00,1.369562149047851562e-01
6.697825908660888672e+00,9.173405647277832031e+00
8.520075798034667969e+00,3.052206277847290039e+00
4.519351959228515625e+00,5.142779350280761719e+00
9.519487619400024414e-01,7.826067447662353516e+00
7.276840686798095703e+00,6.308346271514892578e+00
1.632161736488342285e+00,2.471625208854675293e-01
7.850708484649658203e+00,4.274400234222412109e+00
2.014355182647705078e+00,8.008554458618164062e+00
6.683806777000427246e-01,2.494250774383544922e+00
4.194775581359863281e+00,8.065160751342773438e+00
7.099200248718261719e+00,7.763819217681884766e+00
6.642719268798828125e+00,5.674671173095703125e+00
6.652708053588867188e+00,5.588294506072998047e+00
8.912817001342773438e+00,5.855173468589782715e-01
8.825074195861816406e+00,2.863626480102539062e+00
8.824481010437011719e+00,2.709735631942749023e+00
8.973338127136230469e+00,4.302307605743408203e+00
1.828439474105834961e+00,1.588331460952758789e+00
9.833743095397949219e+00,4.616947174072265625e+00
5.948333740234375000e+00,5.849490165710449219e+00
7.642523765563964844e+00,2.757902443408966064e-01
6.434647083282470703e+00,9.994537353515625000e+00
4.931734085083007812e+00,4.610873699188232422e+00
9.382039070129394531e+00,5.698528766632080078e+00
7.313917160034179688e+00,1.906049847602844238e+00
9.765354156494140625e+00,1.751415252685546875e+00
5.836659908294677734e+00,6.869992733001708984e+00
7.557648181915283203e+00,6.144627571105957031e+00
3.546780109405517578e+00,9.478620529174804688e+00
5.661058425903320312e+00,5.614134311676025391e+00
6.117474079132080078e+00,8.939078330993652344e+00
8.029040694236755371e-01,8.362142562866210938e+00
4.251700878143310547e+00,8.011393547058105469e-01
2.301923751831054688e+00,3.232611343264579773e-02
1.990346193313598633e+00,5.720193386077880859e+00
8.072215080261230469e+00,3.677906036376953125e+00
1.126215934753417969e+00,2.231557369232177734e+00
2.588241577148437500e+00,1.344386577606201172e+00
8.955789357423782349e-02,3.782335281372070312e+00
5.620657444000244141e+00,6.986327648162841797e+00
6.446603775024414062e+00,6.069070816040039062e+00
7.937915802001953125e+00,4.969249725341796875e+00
2.656713962554931641e+00,9.010651588439941406e+00
7.994871139526367188e+00,1.600720405578613281e+00
8.950946807861328125e+00,7.087322235107421875e+00
9.887578964233398438e+00,4.711800098419189453e+00
6.762119293212890625e+00,6.723801493644714355e-01
6.208577156066894531e+00,1.930160522460937500e+00
8.011998176574707031e+00,3.694125175476074219e+00
8.854464530944824219e+00,6.878545284271240234e+00
6.712106227874755859e+00,6.765321254730224609e+00
3.595220088958740234e+00,5.042597293853759766e+00
9.025704383850097656e+00,7.244191646575927734e+00
9.918116569519042969e+00,6.448279380798339844e+00
8.290776610374450684e-01,1.538263320922851562e+00
7.821986675262451172e+00,4.135904788970947266e+00
9.591899871826171875e+00,2.459881782531738281e+00
3.319496393203735352e+00,4.129905700683593750e+00
8.578090667724609375e+00,7.263605117797851562e+00
7.535155773162841797e+00,3.919179677963256836e+00
4.691662311553955078e+00,2.803024053573608398e+00
9.359542131423950195e-01,4.756545066833496094e+00
2.861732721328735352e+00,5.646504163742065430e-01
8.060989975929260254e-01,1.732911825180053711e+00
3.151568651199340820e+00,8.590351104736328125e+00
1.034099340438842773e+00,7.256360054016113281e+00
6.210588932037353516e+00,8.649538040161132812e+00
2.105245113372802734e+00,5.194336891174316406e+00
1.186809778213500977e+00,9.911813735961914062e+00
2.660045862197875977e+00,2.565846204757690430e+00
8.419580459594726562e+00,1.426370292901992798e-01
2.743500709533691406e+00,8.831778526306152344e+00
2.172236204147338867e+00,6.136483669281005859e+00
3.416333675384521484e+00,1.752831220626831055e+00
7.448808193206787109e+00,7.580902099609375000e+00
8.791083335876464844e+00,1.456237554550170898e+00
5.942978858947753906e+00,6.989243507385253906e+00
9.804792404174804688e+00,6.721799373626708984e+00
7.588571548461914062e+00,6.784185409545898438e+00
8.985762596130371094e+00,8.999739646911621094e+00
2.686514139175415039e+00,4.919079303741455078e+00
1.172758102416992188e+00,2.715674877166748047e+00
5.002140522003173828e+00,2.646706581115722656e+00
9.958482742309570312e+00,5.845765113830566406e+00
6.863234043121337891e+00,4.172678947448730469e+00
1.718976736068725586e+00,5.069554805755615234e+00
9.673594683408737183e-02,3.630319118499755859e+00
5.634862422943115234e+00,7.029875755310058594e+00
7.284178733825683594e-01,7.507778167724609375e+00
1.110449314117431641e+00,6.719555377960205078e+00
6.503399848937988281e+00,7.677175998687744141e+00
1.625987172126770020e+00,2.004778146743774414e+00
6.630211830139160156e+00,6.885294914245605469e+00
7.299766063690185547e+00,8.611057281494140625e+00
4.664277657866477966e-02,3.624667406082153320e+00
2.173363447189331055e+00,3.081838369369506836e+00
1.083716869354248047e+00,7.137228965759277344e+00
3.693875789642333984e+00,5.284702777862548828e+00
8.724008560180664062e+00,7.968083858489990234e+00
8.199549674987792969e+00,9.650538444519042969e+00
5.379560947418212891e+00,5.193654060363769531e+00
5.425798416137695312e+00,2.650663614273071289e+00
3.990187883377075195e+00,6.993443012237548828e+00
1.764159351587295532e-01,4.080295085906982422e+00
4.761611461639404297e+00,1.228564232587814331e-01
5.566532135009765625e+00,7.439193725585937500e+00
7.630042552947998047e+00,1.212935328483581543e+00
6.070654392242431641e+00,5.129931926727294922e+00
2.683044910430908203e+00,3.996853351593017578e+00
9.453752517700195312e+00,5.837578773498535156e+00
9.690203666687011719e+00,9.309267044067382812e+00
8.271595001220703125e+00,2.285610437393188477e+00
3.499630391597747803e-01,2.025317668914794922e+00
7.299075603485107422e+00,1.686006307601928711e+00
3.721471786499023438e+00,4.337664604187011719e+00
1.349195003509521484e+00,4.394804954528808594e+00
1.997803211212158203e+00,3.785097360610961914e+00
6.928203105926513672e+00,9.746981620788574219e+00
4.155644416809082031e+00,8.569457054138183594e+00
1.334563255310058594e+00,2.587589979171752930e+00
8.110677719116210938e+00,4.664203643798828125e+00
3.433583259582519531e+00,6.386782646179199219e+00
4.492609977722167969e+00,5.473248004913330078e+00
2.895143985748291016e+00,2.044584274291992188e+00
3.900412797927856445e+00,1.651609659194946289e+00
4.239106178283691406e+00,3.679084062576293945e+00
5.921658992767333984e+00,1.134780406951904297e+00
3.315598964691162109e+00,4.917859554290771484e+00
8.708287030458450317e-02,9.454630851745605469e+00
2.537666797637939453e+00,1.479455113410949707e+00
2.067072391510009766e+00,5.778442859649658203e+00
7.435236930847167969e+00,5.101225972175598145e-01
3.016917705535888672e+00,9.351735562086105347e-02
6.757061481475830078e+00,4.800170898437500000e+00
9.310773015022277832e-01,6.596227169036865234e+00
8.800833702087402344e+00,3.368436574935913086e+00
3.821656703948974609e+00,8.817237854003906250e+00
6.281254768371582031e+00,5.747548580169677734e+00
2.750445604324340820e-01,4.558702468872070312e+00
6.692259788513183594e+00,8.745118141174316406e+00
1.805462718009948730e+00,1.367167353630065918e+00
3.916428804397583008e+00,6.704973697662353516e+00
7.739407062530517578e+00,4.553077697753906250e+00
1.889974117279052734e+00,7.355293750762939453e+00
7.028334140777587891e+00,1.354760169982910156e+00
7.892066478729248047e+00,2.904345989227294922e+00
3.114672899246215820e+00,9.790535926818847656e+00
5.148568153381347656e+00,9.674438476562500000e+00
2.661373138427734375e+00,1.943772554397583008e+00
5.985941886901855469e+00,4.319159984588623047e+00
7.837751388549804688e+00,8.927799224853515625e+00
5.658321380615234375e+00,2.522401809692382812e+00
5.332745552062988281e+00,7.103437900543212891e+00
1.297864079475402832e+00,1.432803034782409668e+00
4.297255516052246094e+00,7.273339271545410156e+00
9.265999794006347656e+00,7.911252021789550781e+00
5.850092887878417969e+00,6.428558230400085449e-01
3.450850248336791992e+00,4.342030525207519531e+00
4.458004474639892578e+00,2.477435827255249023e+00
9.922405242919921875e+00,1.563702583312988281e+00
8.273647308349609375e+00,8.954650878906250000e+00
6.717672348022460938e+00,8.774466514587402344e-01
7.393501400947570801e-01,9.449859619140625000e+00
8.651156425476074219e+00,1.127663850784301758e+00
1.026371598243713379e+00,7.170399665832519531e+00
6.903417587280273438e+00,6.719110488891601562e+00
7.581700801849365234e+00,5.525887966156005859e+00
7.566084265708923340e-01,1.129610657691955566e+00
9.521378517150878906e+00,3.656859397888183594e+00
2.168252915143966675e-01,8.286870002746582031e+00
5.703142166137695312e+00,2.941838264465332031e+00
5.796765327453613281e+00,8.617844581604003906e-01
5.965970039367675781e+00,9.219393730163574219e-01
2.063960075378417969e+00,1.882657051086425781e+00
8.880749702453613281e+00,9.981083273887634277e-01
9.491066932678222656e+00,7.495033740997314453e+00
4.595849514007568359e+00,8.737582206726074219e+00
8.975940704345703125e+00,4.324209213256835938e+00
3.249691963195800781e+00,5.770416736602783203e+00
3.254114627838134766e+00,8.504983901977539062e+00
6.712059020996093750e+00,2.992319107055664062e+00
1.662331581115722656e+00,6.025769710540771484e+00
7.760984301567077637e-01,7.628728866577148438e+00
7.212421417236328125e+00,9.333509445190429688e+00
